0.011784553527832,-0.11,-4.27,-8.93,0.0010908,0.00027271,-0.00040906,-0.9753,-0.00045988,0.0020306,0.22088,6.0138,-0.30562,0.78571,-132450,-36638,-28559,-5342.8,1,0
0.0201539993286133,-0.11,-4.28,-8.95,0.00068177,0.00081812,-0.0010908,-0.9753,-0.00045924,0.0020278,0.22088,6.0138,-0.30569,0.78571,-129880,-37734,-28520,-5486.1,1,0
0.0304970741271973,-0.11,-4.27,-8.96,0.00054542,-0.0010908,-0.00068177,-0.9753,-0.00046049,0.0020332,0.22089,6.0138,-0.3057,0.78571,-129010,-38719,-27903,-5566.3,1,0
0.0400581359863281,-0.12,-4.29,-8.96,0.00054542,-0.0012272,-0.00013635,-0.9753,-0.00046121,0.0020363,0.22089,6.0138,-0.30578,0.78568,-130030,-38136,-29320,-5196.9,1,0
0.0499503612518311,-0.12,-4.3,-8.97,-0.00013635,-0.0010908,0.00054542,-0.9753,-0.00046409,0.0020491,0.2209,6.0139,-0.30561,0.78572,-130740,-38135,-28486,-5053.6,1,0
0.0605843067169189,-0.11,-4.33,-8.94,-0.00068177,0.00040906,0.0010908,-0.9753,-0.00046309,0.0020447,0.22089,6.014,-0.30534,0.78578,-130070,-37732,-27864,-5486,1,0
0.0709197521209717,-0.1,-4.33,-8.92,-0.0027271,0.00013635,0.00040906,-0.9753,-0.00046299,0.0020444,0.22087,6.0139,-0.30559,0.78573,-130930,-38718,-29951,-5643.9,1,0
0.0803086757659912,-0.1,-4.35,-8.9,-0.0025907,-0.00081812,-0.00013635,-0.9753,-0.00046333,0.002046,0.22087,6.014,-0.30524,0.78578,-131100,-38135,-28303,-4745.5,1,0
0.0904941558837891,-0.1,-4.35,-8.88,-0.00054542,0.00013635,-0.00040906,-0.9753,-0.00046274,0.0020434,0.22087,6.0139,-0.30542,0.78573,-131250,-37843,-28703,-5053.6,1,0
0.0995798110961914,-0.1,-4.37,-8.89,-0.00068177,0.00040906,-0.00027271,-0.9753,-0.00046116,0.0020364,0.22087,6.0139,-0.30567,0.78569,-131250,-37733,-27686,-5115,1,0
0.110860347747803,-0.09,-4.34,-8.93,0,-0.00040906,0.00040906,-0.9753,-0.00046187,0.0020395,0.22087,6.014,-0.30534,0.78578,-131440,-38135,-28703,-5852.8,1,0
0.120888710021973,-0.09,-4.35,-8.96,-0.00095448,0.00040906,0.00095448,-0.9753,-0.00046257,0.0020426,0.22087,6.014,-0.30509,0.78579,-133630,-38134,-29512,-4969,1,0
0.129324913024902,-0.09,-4.32,-9.01,-0.00095448,0.0012272,0.0016362,-0.9753,-0.00046186,0.0020395,0.22087,6.014,-0.305,0.78582,-133120,-36456,-28486,-5342.8,1,0
0.141402006149292,-0.09,-4.33,-9.07,-0.0012272,-0.00040906,0.0013635,-0.9753,-0.00046243,0.0020421,0.22086,6.0141,-0.30476,0.78587,-136010,-36677,-28486,-5852.8,1,0
0.150775671005249,-0.08,-4.33,-9.09,-0.0031361,-0.0017726,0.0017726,-0.97531,-0.00046394,0.0020488,0.22085,6.0141,-0.30461,0.78592,-134800,-37732,-29142,-5709.5,1,0
0.159907579421997,-0.07,-4.35,-9.1,-0.0032725,-0.00095448,0.0017726,-0.97531,-0.00046615,0.0020587,0.22084,6.0141,-0.30416,0.78596,-133580,-38135,-29103,-4969,1,0
0.17037034034729,-0.07,-4.35,-9.11,-0.0040906,0.00027271,0.00054542,-0.97531,-0.00046958,0.002074,0.22082,6.0141,-0.30388,0.786,-134600,-37038,-29103,-4825.8,1,0
0.180231809616089,-0.07,-4.36,-9.15,-0.0043633,0.00054542,-0.00013635,-0.97532,-0.00046807,0.0020676,0.2208,6.0142,-0.30355,0.78607,-136160,-37149,-27903,-6076.3,1,0
0.190386772155762,-0.06,-4.36,-9.17,-0.0038179,0,0.00027271,-0.97532,-0.00046827,0.0020686,0.22078,6.0143,-0.30314,0.78616,-134400,-38528,-29759,-5566.3,1,0
0.200242042541504,-0.06,-4.4,-9.18,-0.0053178,0.00095448,0.0014999,-0.97533,-0.0004681,0.0020681,0.22076,6.0143,-0.3026,0.78623,-135920,-36747,-28303,-5629.2,1,0
0.210470914840698,-0.05,-4.4,-9.22,-0.0068177,0.0014999,0.0010908,-0.97533,-0.00046567,0.0020577,0.22072,6.0144,-0.30221,0.78632,-135420,-37260,-28703,-5342.8,1,0
0.219631195068359,-0.05,-4.42,-9.25,-0.0066813,0.00054542,0.00068177,-0.97534,-0.00046685,0.0020632,0.22069,6.0145,-0.30161,0.78644,-135420,-37843,-28742,-5789.8,1,0
